"Aeroporto","Semana","Voos_como_Destino","Voos_como_Origem","Total_Voos"
"SBCP",32,10,10,20
"SBCP",33,11,11,22
"SBCP",34,10,10,20
"SBCP",35,10,10,20
"SBCP",36,6,6,12
"SBCP",37,5,5,10
"SBCP",38,5,5,10
"SBCP",39,5,5,10
"SBCP",40,9,8,17
"SBCP",41,4,4,8
"SBCP",42,8,8,16
"SBCP",43,10,10,20
"SBCP",44,6,6,12
"SBCP",45,10,10,20
"SBCP",46,9,9,18
"SBCP",47,10,10,20
"SBCP",48,9,9,18
"SBCP",49,10,10,20
"SBCP",50,10,10,20
"SBCP",51,5,5,10
"SBCP",52,3,3,6
"SBUA",1,4,4,8
"SBUA",2,4,4,8
"SBUA",3,4,4,8
"SBUA",4,4,4,8
"SBUA",5,4,4,8
"SBUA",6,4,4,8
"SBUA",7,3,3,6
"SBUA",8,3,3,6
"SBUA",9,3,3,6
"SBUA",10,3,3,6
"SBUA",11,3,3,6
"SBUA",12,3,3,6
"SBUA",13,3,3,6
"SBUA",14,2,2,4
"SBUA",15,3,3,6
"SBUA",16,3,3,6
"SBUA",17,3,3,6
"SBUA",18,3,3,6
"SBUA",19,2,2,4
"SBUA",20,2,2,4
"SBUA",21,3,3,6
"SBUA",22,3,3,6
"SBUA",23,3,3,6
"SBUA",24,3,3,6
"SBUA",25,3,3,6
"SBUA",26,3,3,6
"SBUA",27,3,3,6
"SBUA",28,3,3,6
"SBUA",29,3,3,6
"SBUA",30,3,3,6
"SBUA",31,5,5,10
"SBUA",32,6,6,12
"SBUA",33,6,6,12
"SBUA",34,6,6,12
"SBUA",35,5,5,10
"SBUA",36,6,6,12
"SBUA",37,6,6,12
"SBUA",38,6,6,12
"SBUA",39,6,6,12
"SBUA",40,6,6,12
"SBUA",41,4,4,8
"SBUA",42,6,6,12
"SBUA",43,6,6,12
"SBUA",44,5,5,10
"SBUA",45,5,5,10
"SBUA",46,4,4,8
"SBUA",47,5,5,10
"SBUA",48,4,4,8
"SBUA",49,3,3,6
"SBUA",50,3,3,6
"SBUA",51,3,3,6
"SBUA",52,2,2,4
"SBPS",1,211,203,414
"SBPS",2,199,200,399
"SBPS",3,187,187,374
"SBPS",4,184,185,369
"SBPS",5,141,144,285
"SBPS",6,109,106,215
"SBPS",7,119,119,238
"SBPS",8,106,110,216
"SBPS",9,98,98,196
"SBPS",10,107,107,214
"SBPS",11,86,86,172
"SBPS",12,76,77,153
"SBPS",13,65,66,131
"SBPS",14,53,53,106
"SBPS",15,58,58,116
"SBPS",16,58,58,116
"SBPS",17,58,58,116
"SBPS",18,57,57,114
"SBPS",19,59,59,118
"SBPS",20,61,61,122
"SBPS",21,65,65,130
"SBPS",22,77,77,154
"SBPS",23,84,84,168
"SBPS",24,87,87,174
"SBPS",25,91,91,182
"SBPS",26,93,93,186
"SBPS",27,141,140,281
"SBPS",28,142,142,284
"SBPS",29,149,148,297
"SBPS",30,151,151,302
"SBPS",31,124,126,250
"SBPS",32,108,108,216
"SBPS",33,108,108,216
"SBPS",34,100,100,200
"SBPS",35,103,102,205
"SBPS",36,125,126,251
"SBPS",37,114,114,228
"SBPS",38,111,111,222
"SBPS",39,112,112,224
"SBPS",40,122,119,241
"SBPS",41,131,134,265
"SBPS",42,126,125,251
"SBPS",43,126,128,254
"SBPS",44,142,143,285
"SBPS",45,141,141,282
"SBPS",46,140,138,278
"SBPS",47,135,136,271
"SBPS",48,134,134,268
"SBPS",49,171,171,342
"SBPS",50,190,190,380
"SBPS",51,211,209,420
"SBPS",52,226,225,451
"SBPS",53,27,30,57
"SBSL",1,95,93,188
"SBSL",2,101,101,202
"SBSL",3,92,92,184
"SBSL",4,90,90,180
"SBSL",5,80,79,159
"SBSL",6,76,75,151
"SBSL",7,63,64,127
"SBSL",8,71,70,141
"SBSL",9,76,75,151
"SBSL",10,77,78,155
"SBSL",11,67,67,134
"SBSL",12,57,58,115
"SBSL",13,53,51,104
"SBSL",14,35,36,71
"SBSL",15,39,39,78
"SBSL",16,39,38,77
"SBSL",17,37,38,75
"SBSL",18,44,45,89
"SBSL",19,45,45,90
"SBSL",20,46,46,92
"SBSL",21,45,45,90
"SBSL",22,51,51,102
"SBSL",23,56,56,112
"SBSL",24,67,67,134
"SBSL",25,68,67,135
"SBSL",26,70,66,136
"SBSL",27,85,86,171
"SBSL",28,89,88,177
"SBSL",29,88,89,177
"SBSL",30,88,88,176
"SBSL",31,87,88,175
"SBSL",32,84,84,168
"SBSL",33,85,84,169
"SBSL",34,79,80,159
"SBSL",35,83,81,164
"SBSL",36,79,79,158
"SBSL",37,87,89,176
"SBSL",38,89,89,178
"SBSL",39,91,90,181
"SBSL",40,85,85,170
"SBSL",41,81,81,162
"SBSL",42,85,86,171
"SBSL",43,85,85,170
"SBSL",44,88,88,176
"SBSL",45,112,119,231
"SBSL",46,101,106,207
"SBSL",47,113,118,231
"SBSL",48,110,116,226
"SBSL",49,110,117,227
"SBSL",50,108,116,224
"SBSL",51,122,125,247
"SBSL",52,112,114,226
"SBSL",53,14,18,32
"SBCN",1,5,5,10
"SBCN",2,4,4,8
"SBCN",3,4,4,8
"SBCN",4,4,4,8
"SBCN",5,4,4,8
"SBCN",6,5,5,10
"SBCN",7,5,5,10
"SBCN",8,5,5,10
"SBCN",9,5,5,10
"SBCN",10,5,5,10
"SBCN",11,4,4,8
"SBCN",12,4,4,8
"SBCN",13,1,1,2
"SBCN",18,1,1,2
"SBCN",19,2,2,4
"SBCN",20,2,2,4
"SBCN",21,2,2,4
"SBCN",22,3,3,6
"SBCN",23,4,4,8
"SBCN",24,4,4,8
"SBCN",25,4,4,8
"SBCN",26,4,4,8
"SBCN",27,6,6,12
"SBCN",28,6,6,12
"SBCN",29,7,7,14
"SBCN",30,7,7,14
"SBCN",31,6,6,12
"SBCN",32,5,5,10
"SBCN",33,5,5,10
"SBCN",34,7,7,14
"SBCN",35,6,6,12
"SBCN",36,6,6,12
"SBCN",37,7,7,14
"SBCN",38,8,8,16
"SBCN",39,8,8,16
"SBCN",40,9,9,18
"SBCN",41,8,8,16
"SBCN",42,9,9,18
"SBCN",43,9,9,18
"SBCN",44,10,10,20
"SBCN",45,7,7,14
"SBCN",46,8,8,16
"SBCN",47,7,7,14
"SBCN",48,6,6,12
"SBCN",49,7,7,14
"SBCN",50,7,7,14
"SBCN",51,9,9,18
"SBCN",52,8,8,16
"SBMQ",1,34,34,68
"SBMQ",2,39,39,78
"SBMQ",3,34,34,68
"SBMQ",4,30,30,60
"SBMQ",5,29,29,58
"SBMQ",6,28,28,56
"SBMQ",7,26,26,52
"SBMQ",8,28,28,56
"SBMQ",9,29,29,58
"SBMQ",10,30,30,60
"SBMQ",11,24,24,48
"SBMQ",12,21,21,42
"SBMQ",13,17,17,34
"SBMQ",14,20,20,40
"SBMQ",15,21,20,41
"SBMQ",16,21,21,42
"SBMQ",17,20,20,40
"SBMQ",18,21,22,43
"SBMQ",19,23,23,46
"SBMQ",20,22,22,44
"SBMQ",21,20,20,40
"SBMQ",22,24,24,48
"SBMQ",23,22,22,44
"SBMQ",24,26,26,52
"SBMQ",25,31,31,62
"SBMQ",26,31,31,62
"SBMQ",27,38,38,76
"SBMQ",28,37,37,74
"SBMQ",29,36,36,72
"SBMQ",30,38,38,76
"SBMQ",31,36,36,72
"SBMQ",32,38,38,76
"SBMQ",33,39,39,78
"SBMQ",34,29,29,58
"SBMQ",35,38,37,75
"SBMQ",36,32,32,64
"SBMQ",37,37,37,74
"SBMQ",38,37,37,74
"SBMQ",39,39,39,78
"SBMQ",40,40,40,80
"SBMQ",41,34,34,68
"SBMQ",42,43,43,86
"SBMQ",43,40,40,80
"SBMQ",44,38,37,75
"SBMQ",45,52,52,104
"SBMQ",46,42,42,84
"SBMQ",47,48,48,96
"SBMQ",48,49,48,97
"SBMQ",49,54,54,108
"SBMQ",50,57,56,113
"SBMQ",51,61,61,122
"SBMQ",52,53,53,106
"SBMQ",53,6,8,14
"SBTT",1,6,6,12
"SBTT",2,6,6,12
"SBTT",3,7,7,14
"SBTT",4,7,7,14
"SBTT",5,7,7,14
"SBTT",6,8,8,16
"SBTT",7,4,4,8
"SBTT",8,7,7,14
"SBTT",9,5,5,10
"SBTT",10,5,5,10
"SBTT",11,5,5,10
"SBTT",12,4,4,8
"SBTT",13,5,5,10
"SBTT",14,6,6,12
"SBTT",15,7,7,14
"SBTT",16,7,7,14
"SBTT",17,7,7,14
"SBTT",18,7,7,14
"SBTT",19,7,7,14
"SBTT",20,7,7,14
"SBTT",21,7,7,14
"SBTT",22,7,7,14
"SBTT",23,6,6,12
"SBTT",24,6,6,12
"SBTT",25,5,5,10
"SBTT",26,4,4,8
"SBTT",27,4,4,8
"SBTT",28,4,4,8
"SBTT",29,4,4,8
"SBTT",30,4,4,8
"SBTT",31,6,6,12
"SBTT",32,7,7,14
"SBTT",33,7,7,14
"SBTT",34,7,6,13
"SBTT",35,7,8,15
"SBTT",36,4,4,8
"SBTT",37,7,7,14
"SBTT",38,7,7,14
"SBTT",39,7,7,14
"SBTT",40,7,7,14
"SBTT",41,5,5,10
"SBTT",42,7,7,14
"SBTT",43,7,7,14
"SBTT",44,5,4,9
"SBTT",45,7,7,14
"SBTT",46,6,6,12
"SBTT",47,7,7,14
"SBTT",48,7,7,14
"SBTT",49,7,7,14
"SBTT",50,8,8,16
"SBTT",51,8,8,16
"SBTT",52,7,7,14
"SBTT",53,1,1,2
"SBBV",1,22,22,44
"SBBV",2,26,25,51
"SBBV",3,27,28,55
"SBBV",4,28,27,55
"SBBV",5,27,28,55
"SBBV",6,25,25,50
"SBBV",7,20,20,40
"SBBV",8,30,30,60
"SBBV",9,28,28,56
"SBBV",10,26,25,51
"SBBV",11,21,22,43
"SBBV",12,23,23,46
"SBBV",13,21,21,42
"SBBV",14,16,16,32
"SBBV",15,17,17,34
"SBBV",16,16,16,32
"SBBV",17,19,19,38
"SBBV",18,21,20,41
"SBBV",19,24,23,47
"SBBV",20,23,25,48
"SBBV",21,26,24,50
"SBBV",22,25,26,51
"SBBV",23,20,20,40
"SBBV",24,24,24,48
"SBBV",25,28,28,56
"SBBV",26,25,25,50
"SBBV",27,25,26,51
"SBBV",28,25,25,50
"SBBV",29,27,26,53
"SBBV",30,29,30,59
"SBBV",31,27,27,54
"SBBV",32,26,26,52
"SBBV",33,29,28,57
"SBBV",34,26,26,52
"SBBV",35,30,31,61
"SBBV",36,24,24,48
"SBBV",37,30,30,60
"SBBV",38,29,28,57
"SBBV",39,31,32,63
"SBBV",40,29,29,58
"SBBV",41,28,27,55
"SBBV",42,30,31,61
"SBBV",43,32,32,64
"SBBV",44,27,27,54
"SBBV",45,34,35,69
"SBBV",46,27,27,54
"SBBV",47,29,29,58
"SBBV",48,32,32,64
"SBBV",49,34,37,71
"SBBV",50,36,41,77
"SBBV",51,37,40,77
"SBBV",52,35,39,74
"SBBV",53,5,6,11
"SBAC",1,2,2,4
"SBAC",2,2,2,4
"SBAC",3,2,2,4
"SBAC",4,2,2,4
"SBAC",5,2,2,4
"SBAC",6,1,1,2
"SBAC",7,1,1,2
"SBAC",8,1,1,2
"SBAC",26,1,1,2
"SBAC",27,3,3,6
"SBAC",28,3,3,6
"SBAC",29,3,3,6
"SBAC",30,3,3,6
"SBAC",31,3,3,6
"SBAC",32,3,3,6
"SBAC",33,3,3,6
"SBAC",34,3,3,6
"SBAC",35,3,3,6
"SBAC",36,3,3,6
"SBAC",37,3,3,6
"SBAC",38,3,3,6
"SBAC",39,2,2,4
"SBAC",40,3,3,6
"SBAC",41,3,3,6
"SBAC",42,3,3,6
"SBAC",43,3,3,6
"SBAC",44,3,3,6
"SBAC",45,3,3,6
"SBAC",46,3,3,6
"SBAC",47,3,3,6
"SBAC",48,3,3,6
"SBAC",49,3,3,6
"SBAC",50,3,3,6
"SBAC",51,3,3,6
"SBAC",52,1,1,2
"SBCZ",1,8,8,16
"SBCZ",2,6,6,12
"SBCZ",3,5,5,10
"SBCZ",4,5,5,10
"SBCZ",5,7,7,14
"SBCZ",6,5,5,10
"SBCZ",7,5,5,10
"SBCZ",8,5,5,10
"SBCZ",9,5,5,10
"SBCZ",10,5,5,10
"SBCZ",11,5,5,10
"SBCZ",12,5,5,10
"SBCZ",13,5,4,9
"SBCZ",14,5,5,10
"SBCZ",15,5,5,10
"SBCZ",16,5,5,10
"SBCZ",17,5,5,10
"SBCZ",18,5,5,10
"SBCZ",19,5,5,10
"SBCZ",20,4,4,8
"SBCZ",21,3,4,7
"SBCZ",22,4,4,8
"SBCZ",23,4,4,8
"SBCZ",24,4,4,8
"SBCZ",25,4,4,8
"SBCZ",26,4,4,8
"SBCZ",27,4,4,8
"SBCZ",28,4,4,8
"SBCZ",29,4,4,8
"SBCZ",30,4,4,8
"SBCZ",31,4,4,8
"SBCZ",32,4,4,8
"SBCZ",33,4,4,8
"SBCZ",34,4,4,8
"SBCZ",35,4,4,8
"SBCZ",36,4,4,8
"SBCZ",37,4,4,8
"SBCZ",38,4,4,8
"SBCZ",39,4,4,8
"SBCZ",40,4,4,8
"SBCZ",41,4,4,8
"SBCZ",42,5,5,10
"SBCZ",43,4,4,8
"SBCZ",44,4,4,8
"SBCZ",45,4,4,8
"SBCZ",46,4,4,8
"SBCZ",47,4,4,8
"SBCZ",48,4,4,8
"SBCZ",49,4,4,8
"SBCZ",50,4,4,8
"SBCZ",51,4,4,8
"SBCZ",52,4,4,8
"SBNF",1,132,131,263
"SBNF",2,134,134,268
"SBNF",3,131,133,264
"SBNF",4,115,116,231
"SBNF",5,104,102,206
"SBNF",6,107,106,213
"SBNF",7,96,98,194
"SBNF",8,101,99,200
"SBNF",9,97,99,196
"SBNF",10,96,96,192
"SBNF",11,75,76,151
"SBNF",12,64,64,128
"SBNF",13,63,63,126
"SBNF",14,46,46,92
"SBNF",15,48,48,96
"SBNF",16,45,45,90
"SBNF",17,44,44,88
"SBNF",18,51,51,102
"SBNF",19,64,63,127
"SBNF",20,70,70,140
"SBNF",21,69,69,138
"SBNF",22,70,72,142
"SBNF",23,75,73,148
"SBNF",24,79,79,158
"SBNF",25,86,86,172
"SBNF",26,79,80,159
"SBNF",27,105,107,212
"SBNF",28,111,113,224
"SBNF",29,115,115,230
"SBNF",30,113,113,226
"SBNF",31,120,118,238
"SBNF",32,124,124,248
"SBNF",33,112,116,228
"SBNF",34,115,112,227
"SBNF",35,125,124,249
"SBNF",36,100,103,203
"SBNF",37,136,133,269
"SBNF",38,135,135,270
"SBNF",39,135,134,269
"SBNF",40,143,144,287
"SBNF",41,116,115,231
"SBNF",42,138,138,276
"SBNF",43,142,142,284
"SBNF",44,131,130,261
"SBNF",45,146,146,292
"SBNF",46,141,141,282
"SBNF",47,151,151,302
"SBNF",48,149,149,298
"SBNF",49,151,151,302
"SBNF",50,156,156,312
"SBNF",51,175,176,351
"SBNF",52,182,182,364
"SBNF",53,24,24,48
"SBFI",1,101,98,199
"SBFI",2,100,100,200
"SBFI",3,96,97,193
"SBFI",4,88,88,176
"SBFI",5,70,71,141
"SBFI",6,59,59,118
"SBFI",7,53,53,106
"SBFI",8,57,57,114
"SBFI",9,54,55,109
"SBFI",10,55,54,109
"SBFI",11,52,52,104
"SBFI",12,45,45,90
"SBFI",13,44,44,88
"SBFI",14,33,33,66
"SBFI",15,38,38,76
"SBFI",16,37,37,74
"SBFI",17,38,38,76
"SBFI",18,38,39,77
"SBFI",19,42,41,83
"SBFI",20,47,47,94
"SBFI",21,45,45,90
"SBFI",22,47,47,94
"SBFI",23,53,53,106
"SBFI",24,57,57,114
"SBFI",25,65,65,130
"SBFI",26,61,61,122
"SBFI",27,68,67,135
"SBFI",28,73,74,147
"SBFI",29,75,75,150
"SBFI",30,73,73,146
"SBFI",31,74,73,147
"SBFI",32,78,79,157
"SBFI",33,77,77,154
"SBFI",34,72,72,144
"SBFI",35,77,77,154
"SBFI",36,73,73,146
"SBFI",37,83,84,167
"SBFI",38,83,83,166
"SBFI",39,83,83,166
"SBFI",40,83,84,167
"SBFI",41,73,73,146
"SBFI",42,83,83,166
"SBFI",43,85,85,170
"SBFI",44,80,80,160
"SBFI",45,92,92,184
"SBFI",46,87,87,174
"SBFI",47,92,93,185
"SBFI",48,90,89,179
"SBFI",49,88,88,176
"SBFI",50,94,92,186
"SBFI",51,113,114,227
"SBFI",52,117,115,232
"SBFI",53,14,17,31
"SBMA",1,24,25,49
"SBMA",2,24,24,48
"SBMA",3,23,23,46
"SBMA",4,21,21,42
"SBMA",5,17,17,34
"SBMA",6,15,15,30
"SBMA",7,17,17,34
"SBMA",8,16,16,32
"SBMA",9,14,14,28
"SBMA",10,15,15,30
"SBMA",11,15,15,30
"SBMA",12,16,16,32
"SBMA",13,15,15,30
"SBMA",14,11,11,22
"SBMA",15,13,13,26
"SBMA",16,13,13,26
"SBMA",17,11,11,22
"SBMA",18,14,14,28
"SBMA",19,13,13,26
"SBMA",20,14,14,28
"SBMA",21,13,13,26
"SBMA",22,15,15,30
"SBMA",23,18,17,35
"SBMA",24,21,21,42
"SBMA",25,20,20,40
"SBMA",26,20,20,40
"SBMA",27,18,18,36
"SBMA",28,19,19,38
"SBMA",29,20,20,40
"SBMA",30,21,21,42
"SBMA",31,22,22,44
"SBMA",32,22,22,44
"SBMA",33,22,22,44
"SBMA",34,20,20,40
"SBMA",35,22,22,44
"SBMA",36,22,22,44
"SBMA",37,24,24,48
"SBMA",38,23,23,46
"SBMA",39,22,23,45
"SBMA",40,23,23,46
"SBMA",41,19,19,38
"SBMA",42,20,20,40
"SBMA",43,25,25,50
"SBMA",44,24,24,48
"SBMA",45,28,28,56
"SBMA",46,28,27,55
"SBMA",47,29,29,58
"SBMA",48,29,29,58
"SBMA",49,32,32,64
"SBMA",50,34,34,68
"SBMA",51,32,33,65
"SBMA",52,29,29,58
"SBMA",53,5,5,10
"SBUG",5,1,1,2
"SBUG",6,3,3,6
"SBUG",7,2,2,4
"SBUG",8,3,3,6
"SBUG",9,3,3,6
"SBUG",10,5,5,10
"SBUG",11,4,4,8
"SBUG",12,4,4,8
"SBUG",13,4,4,8
"SBUG",14,5,5,10
"SBUG",15,5,5,10
"SBUG",16,4,4,8
"SBUG",17,5,5,10
"SBUG",18,4,4,8
"SBUG",19,3,3,6
"SBUG",20,2,2,4
"SBUG",21,3,3,6
"SBUG",22,2,2,4
"SBUG",23,2,2,4
"SBUG",24,3,3,6
"SBUG",25,3,3,6
"SBUG",26,3,3,6
"SBUG",27,3,3,6
"SBUG",28,3,3,6
"SBUG",29,3,3,6
"SBUG",30,3,3,6
"SBUG",31,5,5,10
"SBUG",32,5,5,10
"SBUG",33,5,5,10
"SBUG",34,4,4,8
"SBUG",35,4,4,8
"SBUG",36,3,3,6
"SBUG",37,5,5,10
"SBUG",38,5,5,10
"SBUG",39,5,5,10
"SBUG",40,5,5,10
"SBUG",41,5,5,10
"SBUG",42,5,5,10
"SBUG",43,5,5,10
"SBUG",44,4,4,8
"SBUG",45,6,6,12
"SBUG",46,6,6,12
"SBUG",47,4,4,8
"SBUG",48,6,6,12
"SBUG",49,4,4,8
"SBUG",50,5,5,10
"SBUG",51,3,3,6
"SBUG",52,4,4,8
"SBJI",26,1,1,2
"SBJI",27,3,3,6
"SBJI",28,3,3,6
"SBJI",29,4,4,8
"SBJI",30,5,5,10
"SBJI",31,7,7,14
"SBJI",32,5,5,10
"SBJI",33,6,6,12
"SBJI",34,6,6,12
"SBJI",35,6,6,12
"SBJI",36,5,5,10
"SBJI",37,7,7,14
"SBJI",38,7,7,14
"SBJI",39,7,7,14
"SBJI",40,7,7,14
"SBJI",41,5,5,10
"SBJI",42,7,7,14
"SBJI",43,7,7,14
"SBJI",44,5,5,10
"SBJI",45,7,7,14
"SBJI",46,6,6,12
"SBJI",47,7,7,14
"SBJI",48,8,8,16
"SBJI",49,10,10,20
"SBJI",50,9,9,18
"SBJI",51,8,8,16
"SBJI",52,5,5,10
"SBTF",1,9,9,18
"SBTF",2,8,8,16
"SBTF",3,8,8,16
"SBTF",4,9,9,18
"SBTF",5,11,11,22
"SBTF",6,9,9,18
"SBTF",7,6,6,12
"SBTF",8,10,10,20
"SBTF",9,8,8,16
"SBTF",10,7,7,14
"SBTF",11,9,9,18
"SBTF",12,8,8,16
"SBTF",13,9,9,18
"SBTF",14,10,10,20
"SBTF",15,9,9,18
"SBTF",16,9,9,18
"SBTF",17,9,9,18
"SBTF",18,9,9,18
"SBTF",19,10,10,20
"SBTF",20,10,10,20
"SBTF",21,8,8,16
"SBTF",22,10,10,20
"SBTF",23,9,9,18
"SBTF",24,10,10,20
"SBTF",25,8,8,16
"SBTF",26,8,8,16
"SBTF",27,10,10,20
"SBTF",28,9,9,18
"SBTF",29,9,9,18
"SBTF",30,9,9,18
"SBTF",31,9,9,18
"SBTF",32,10,10,20
"SBTF",33,11,11,22
"SBTF",34,10,10,20
"SBTF",35,11,11,22
"SBTF",36,11,11,22
"SBTF",37,10,10,20
"SBTF",38,10,10,20
"SBTF",39,10,10,20
"SBTF",40,10,10,20
"SBTF",41,9,9,18
"SBTF",42,10,10,20
"SBTF",43,8,8,16
"SBTF",44,9,9,18
"SBTF",45,10,10,20
"SBTF",46,7,7,14
"SBTF",47,8,8,16
"SBTF",48,8,8,16
"SBTF",49,11,11,22
"SBTF",50,10,10,20
"SBTF",51,6,6,12
"SBTF",52,12,12,24
"SBTF",53,1,1,2
"SBRJ",1,638,639,1277
"SBRJ",2,663,663,1326
"SBRJ",3,638,641,1279
"SBRJ",4,614,611,1225
"SBRJ",5,579,581,1160
"SBRJ",6,572,573,1145
"SBRJ",7,480,481,961
"SBRJ",8,536,535,1071
"SBRJ",9,562,561,1123
"SBRJ",10,497,495,992
"SBRJ",11,395,394,789
"SBRJ",12,339,341,680
"SBRJ",13,322,328,650
"SBRJ",14,293,290,583
"SBRJ",15,311,309,620
"SBRJ",16,309,310,619
"SBRJ",17,313,311,624
"SBRJ",18,338,342,680
"SBRJ",19,384,381,765
"SBRJ",20,420,420,840
"SBRJ",21,421,420,841
"SBRJ",22,436,438,874
"SBRJ",23,453,449,902
"SBRJ",24,505,505,1010
"SBRJ",25,490,492,982
"SBRJ",26,488,486,974
"SBRJ",27,551,552,1103
"SBRJ",28,583,582,1165
"SBRJ",29,611,611,1222
"SBRJ",30,613,614,1227
"SBRJ",31,603,604,1207
"SBRJ",32,606,605,1211
"SBRJ",33,616,616,1232
"SBRJ",34,593,593,1186
"SBRJ",35,643,641,1284
"SBRJ",36,617,621,1238
"SBRJ",37,647,646,1293
"SBRJ",38,691,684,1375
"SBRJ",39,689,690,1379
"SBRJ",40,646,646,1292
"SBRJ",41,613,611,1224
"SBRJ",42,676,677,1353
"SBRJ",43,700,700,1400
"SBRJ",44,649,647,1296
"SBRJ",45,765,764,1529
"SBRJ",46,717,718,1435
"SBRJ",47,766,765,1531
"SBRJ",48,776,775,1551
"SBRJ",49,812,812,1624
